Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Yevgeniya Kanayeva;22;Russia;2012;12/08/2012;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Romina Laurito;25;Italy;2012;12/08/2012;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Nataliya Leshchik;17;Belarus;2012;12/08/2012;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Alina Makarenko;17;Russia;2012;12/08/2012;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Aleksandra Narkevich;17;Belarus;2012;12/08/2012;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Anastasiya Nazarenko;19;Russia;2012;12/08/2012;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Marta Pagnini;21;Italy;2012;12/08/2012;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Kseniya Sankovich;22;Belarus;2012;12/08/2012;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Elisa Santoni;24;Italy;2012;12/08/2012;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Angelica Savrayuk;22;Italy;2012;12/08/2012;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Karolina Sevastyanova;17;Russia;2012;12/08/2012;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Andreea Stefanescu;18;Italy;2012;12/08/2012;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Alina Tumilovich;22;Belarus;2012;12/08/2012;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Margarita Aliychuk;18;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Alesya Babushkina;19;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Hanna Bezsonova;24;Ukraine;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Cai Tongtong;18;China;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Chou Tao;20;China;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Anna Gavrilenko;18;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Tatyana Gorbunova;18;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Anastasiya Ivankova;16;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Yevgeniya Kanayeva;18;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Lu Yuanyang;25;China;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Zina Lunina;19;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Glafira Martinovich;19;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Yelena Posevina;22;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Kseniya Sankovich;18;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Darya Shkurikhina;17;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Sui Jianshuang;19;China;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Sun Dan;21;China;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Alina Tumilovich;18;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Zhang Shuo;24;China;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Inna Zhukova;21;Belarus;2008;24/08/2008;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Nataliya Zuyeva;19;Russia;2008;24/08/2008;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Olesya Belugina;20;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Hanna Bezsonova;20;Ukraine;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Elisa Blanchi;16;Italy;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Irina Chashchina;22;Russia;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;ASIA
Fabrizia D'Ottavio;19;Italy;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Marinella Falca;18;Italy;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Olga Glatskikh;15;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Zhaneta Ilieva;19;Bulgaria;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Alina Kabayeva;21;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Ele?nora Kezhova;18;Bulgaria;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Tatyana Kurbakova;18;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Nataliya Lavrova;20;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Zornitsa Marinova;17;Bulgaria;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Daniela Masseroni;19;Italy;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Yelena Murzina;20;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Yelena Posevina;18;Russia;2004;29/08/2004;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Kristina Rangelova;19;Bulgaria;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Elisa Santoni;16;Italy;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Galina Tancheva;17;Bulgaria;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Vladislava Tancheva;17;Bulgaria;2004;29/08/2004;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Laura Vernizzi;18;Italy;2004;29/08/2004;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Tatyana Ananko;16;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Eirini A?ndili;17;Greece;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Yuliya Barsukova;21;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Tatyana Belan;17;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Irina Belova;19;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Maria Georgatou;16;Greece;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Anna Glazkova;19;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Irina Ilenkova;20;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Alina Kabayeva;17;Russia;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;ASIA
Zara Karyami;17;Greece;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Eva Khristodoulou;17;Greece;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Nataliya Lavrova;16;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Mariya Lazuk;16;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Mariya Netesova;17;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Kharikleia Pantazi;15;Greece;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Anna Polatou;16;Greece;2000;01/10/2000;Rhythmic Gymnastics;0;0;1;1;1;Olympics;EUROPE
Olga Puzhevich;17;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Yuliya Raskina;18;Belarus;2000;01/10/2000;Rhythmic Gymnastics;0;1;0;1;2;Olympics;EUROPE
Yelena Shalamova;18;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Vera Shimanskaya;19;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Irina Zilber;16;Russia;2000;01/10/2000;Rhythmic Gymnastics;1;0;0;1;3;Olympics;ASIA
Brett Camerota;25;United States;2010;28/02/2010;Nordic Combined;0;1;0;1;2;Winter Olympics;AMERICA
Tino Edelmann;24;Germany;2010;28/02/2010;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Eric Frenzel;21;Germany;2010;28/02/2010;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Felix Gottwald;34;Austria;2010;28/02/2010;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Björn Kircheisen;26;Germany;2010;28/02/2010;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
David Kreiner;28;Austria;2010;28/02/2010;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Jason Lamy-Chappuis;23;France;2010;28/02/2010;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Todd Lodwick;33;United States;2010;28/02/2010;Nordic Combined;0;1;0;1;2;Winter Olympics;AMERICA
Alessandro Pittin;20;Italy;2010;28/02/2010;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Johannes Rydzek;18;Germany;2010;28/02/2010;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Mario Stecher;32;Austria;2010;28/02/2010;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Ronny Ackermann;28;Germany;2006;26/02/2006;Nordic Combined;0;1;0;1;2;Winter Olympics;EUROPE
Christoph Bieler;28;Austria;2006;26/02/2006;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Jens Gaiser;27;Germany;2006;26/02/2006;Nordic Combined;0;1;0;1;2;Winter Olympics;EUROPE
Michael Gruber;26;Austria;2006;26/02/2006;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Björn Kircheisen;22;Germany;2006;26/02/2006;Nordic Combined;0;1;0;1;2;Winter Olympics;EUROPE
Anssi Koivuranta;17;Finland;2006;26/02/2006;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Antti Kuisma;27;Finland;2006;26/02/2006;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Hannu Manninen;27;Finland;2006;26/02/2006;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Mario Stecher;28;Austria;2006;26/02/2006;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Jaakko Tallus;24;Finland;2006;26/02/2006;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Christoph Bieler;24;Austria;2002;24/02/2002;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Michael Gruber;22;Austria;2002;24/02/2002;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Georg Hettich;23;Germany;2002;24/02/2002;Nordic Combined;0;1;0;1;2;Winter Olympics;EUROPE
Marcel Höhlig;22;Germany;2002;24/02/2002;Nordic Combined;0;1;0;1;2;Winter Olympics;EUROPE
Björn Kircheisen;18;Germany;2002;24/02/2002;Nordic Combined;0;1;0;1;2;Winter Olympics;EUROPE
Hannu Manninen;23;Finland;2002;24/02/2002;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Jari Mantila;30;Finland;2002;24/02/2002;Nordic Combined;1;0;0;1;3;Winter Olympics;EUROPE
Mario Stecher;24;Austria;2002;24/02/2002;Nordic Combined;0;0;1;1;1;Winter Olympics;EUROPE
Laura Asadauskaite;28;Lithuania;2012;12/08/2012;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Cao Zhongrong;30;China;2012;12/08/2012;Modern Pentathlon;0;1;0;1;2;Olympics;ASIA
Ádám Marosi;28;Hungary;2012;12/08/2012;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Yane Marques;28;Brazil;2012;12/08/2012;Modern Pentathlon;0;0;1;1;1;Olympics;AMERICA
Samantha Murray;22;Great Britain;2012;12/08/2012;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
David Svoboda;27;Czech Republic;2012;12/08/2012;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Heather Fell;25;Great Britain;2008;24/08/2008;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
Edvinas Krungolcas;35;Lithuania;2008;24/08/2008;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
Andrey Moiseyev;29;Russia;2008;24/08/2008;Modern Pentathlon;1;0;0;1;3;Olympics;ASIA
Lena Schöneborn;22;Germany;2008;24/08/2008;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Viktoriya Tereshchuk;26;Ukraine;2008;24/08/2008;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Andrejus Zadneprovskis;33;Lithuania;2008;24/08/2008;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Libor Capalini;31;Czech Republic;2004;29/08/2004;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Georgina Harland;26;Great Britain;2004;29/08/2004;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Andrey Moiseyev;25;Russia;2004;29/08/2004;Modern Pentathlon;1;0;0;1;3;Olympics;ASIA
Jelena Rublevska;28;Latvia;2004;29/08/2004;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
Zsuzsa Voros;27;Hungary;2004;29/08/2004;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Andrejus Zadneprovskis;29;Lithuania;2004;29/08/2004;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
Kate Allenby;26;Great Britain;2000;01/10/2000;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Gábor Balogh;24;Hungary;2000;01/10/2000;Modern Pentathlon;0;1;0;1;2;Olympics;EUROPE
Steph Cook;28;Great Britain;2000;01/10/2000;Modern Pentathlon;1;0;0;1;3;Olympics;EUROPE
Emily deRiel;25;United States;2000;01/10/2000;Modern Pentathlon;0;1;0;1;2;Olympics;AMERICA
Pavel Dovgal;24;Belarus;2000;01/10/2000;Modern Pentathlon;0;0;1;1;1;Olympics;EUROPE
Dmitry Svatkovsky;28;Russia;2000;01/10/2000;Modern Pentathlon;1;0;0;1;3;Olympics;ASIA
Natalie Geisenberger;22;Germany;2010;28/02/2010;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Tatjana Hüfner;26;Germany;2010;28/02/2010;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Patric Leitner;32;Germany;2010;28/02/2010;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Andreas Linger;28;Austria;2010;28/02/2010;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Wolfgang Linger;27;Austria;2010;28/02/2010;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Felix Loch;20;Germany;2010;28/02/2010;Luge;1;0;0;1;3;Winter Olympics;EUROPE
David Möller;28;Germany;2010;28/02/2010;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Nina Reithmayer;25;Austria;2010;28/02/2010;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Alexander Resch;30;Germany;2010;28/02/2010;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Andris Šics;24;Latvia;2010;28/02/2010;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Juris Šics;26;Latvia;2010;28/02/2010;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Armin Zöggeler;36;Italy;2010;28/02/2010;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Albert Demchenko;34;Russia;2006;26/02/2006;Luge;0;1;0;1;2;Winter Olympics;ASIA
André Florschütz;29;Germany;2006;26/02/2006;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Oswald Haselrieder;34;Italy;2006;26/02/2006;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Tatjana Hüfner;22;Germany;2006;26/02/2006;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Silke Kraushaar;35;Germany;2006;26/02/2006;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Andreas Linger;24;Austria;2006;26/02/2006;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Wolfgang Linger;23;Austria;2006;26/02/2006;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Sylke Otto;36;Germany;2006;26/02/2006;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Gerhard Plankensteiner;34;Italy;2006;26/02/2006;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Martinš Rubenis;27;Latvia;2006;26/02/2006;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Torsten Wustlich;29;Germany;2006;26/02/2006;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Armin Zöggeler;32;Italy;2006;26/02/2006;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Mark Grimmette;31;United States;2002;24/02/2002;Luge;0;1;0;1;2;Winter Olympics;AMERICA
Georg Hackl;35;Germany;2002;24/02/2002;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Clay Ives;29;United States;2002;24/02/2002;Luge;0;0;1;1;1;Winter Olympics;AMERICA
Silke Kraushaar;31;Germany;2002;24/02/2002;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Patric Leitner;24;Germany;2002;24/02/2002;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Brian Martin;28;United States;2002;24/02/2002;Luge;0;1;0;1;2;Winter Olympics;AMERICA
Barbara Niedernhuber;27;Germany;2002;24/02/2002;Luge;0;1;0;1;2;Winter Olympics;EUROPE
Sylke Otto;32;Germany;2002;24/02/2002;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Markus Prock;37;Austria;2002;24/02/2002;Luge;0;0;1;1;1;Winter Olympics;EUROPE
Alexander Resch;22;Germany;2002;24/02/2002;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Chris Thorpe;31;United States;2002;24/02/2002;Luge;0;0;1;1;1;Winter Olympics;AMERICA
Armin Zöggeler;28;Italy;2002;24/02/2002;Luge;1;0;0;1;3;Winter Olympics;EUROPE
Yuri Alvear;26;Colombia;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;AMERICA
An Kum-Ae;32;North Korea;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Yanet Bermoy;25;Cuba;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;AMERICA
Ole Bischof;32;Germany;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;EUROPE
Edith Bosch;32;Netherlands;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Karina Bryant;33;Great Britain;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Corina Caprioriu;26;Romania;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;EUROPE
Éva Csernoviczki;25;Hungary;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Rafael da Silva;25;Brazil;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;AMERICA
Lucie Décosse;30;France;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;EUROPE
Alina Dumitru;29;Romania;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;EUROPE
Masashi Ebinuma;22;Japan;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Gevrise Emane;30;France;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Rosalba Forciniti;26;Italy;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Arsen Galstyan;23;Russia;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Gemma Gibbons;25;Great Britain;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;EUROPE
Priscilla Gneto;20;France;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Asley González;22;Cuba;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;AMERICA
Henk Grol;27;Netherlands;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Kayla Harrison;22;United States;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;AMERICA
Hiroaki Hiraoka;27;Japan;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;ASIA
Ilias Iliadis;25;Greece;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Mansur Isayev;25;Russia;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Jo Jun-Ho;23;South Korea;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Tagir Khaybulayev;28;Russia;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Kim Jae-Beom;27;South Korea;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Felipe Kitadai;23;Brazil;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;AMERICA
Ugo Legrand;23;France;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Marti Malloy;26;United States;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;AMERICA
Kaori Matsumoto;24;Japan;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Sarah Menezes;22;Brazil;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;AMERICA
Aleksandr Mikhaylin;32;Russia;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;ASIA
Naidangiin Tüvshinbayar;28;Mongolia;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;ASIA
Riki Nakaya;23;Japan;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;ASIA
Ivan Nifontov;25;Russia;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Masashi Nishiyama;27;Japan;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Idalys Ortíz;22;Cuba;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;AMERICA
Automne Pavia;23;France;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Dimitri Peters;28;Germany;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Teddy Riner;23;France;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;EUROPE
Saynjargalyn Nyam-Ochir;26;Mongolia;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Lasha Shavdatuashvili;20;Georgia;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;EUROPE
Mayra Silva;20;Brazil;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;AMERICA
Rishod Sobirov;25;Uzbekistan;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Song Dae-Nam;33;South Korea;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;ASIA
Mika Sugimoto;27;Japan;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;ASIA
Audrey Tcheumeo;22;France;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Kerstin Thiele;25;Germany;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;EUROPE
Andreas Tölzer;32;Germany;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Tong Wen;29;China;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Yoshie Ueno;29;Japan;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;ASIA
Miklós Ungvári;31;Hungary;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;EUROPE
Antoine Valois-Fortier;22;Canada;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;AMERICA
Charline Van Snick;21;Belgium;2012;12/08/2012;Judo;0;0;1;1;1;Olympics;EUROPE
Xu Lili;24;China;2012;12/08/2012;Judo;0;1;0;1;2;Olympics;ASIA
Urška Žolnir;30;Slovenia;2012;12/08/2012;Judo;1;0;0;1;3;Olympics;EUROPE
An Kum-Ae;28;North Korea;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;ASIA
Yordanis Arencibia;28;Cuba;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Sergei Aschwanden;32;Switzerland;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Amar Benikhlef;26;Algeria;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;AFRICA
Yanet Bermoy;21;Cuba;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;AMERICA
Ole Bischof;28;Germany;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;EUROPE
Rasul Bokiyev;25;Tajikistan;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Edith Bosch;28;Netherlands;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Oscar Braison;23;Cuba;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Tiago Camilo;26;Brazil;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Yalennis Castillo;22;Cuba;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;AMERICA
Choi Min-Ho;27;South Korea;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Benjamin Darbelet;27;France;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;EUROPE
Lucie Décosse;27;France;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;EUROPE
Alina Dumitru;25;Romania;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;EUROPE
Deborah Gravenstijn;33;Netherlands;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;EUROPE
Henk Grol;23;Netherlands;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Leandro Guilheiro;25;Brazil;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Soraya Haddad;23;Algeria;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AFRICA
Anaisis Hernández;26;Cuba;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;AMERICA
Roman Hontiuk;24;Ukraine;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Ruben Houkes;29;Netherlands;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Satoshi Ishii;21;Japan;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Jeong Gyeong-Mi;23;South Korea;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Kim Jae-Beom;23;South Korea;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;ASIA
Mövlud Mir?liyev;34;Azerbaijan;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Hesham Misbah;26;Egypt;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AFRICA
Elnur M?mm?dli;20;Azerbaijan;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;EUROPE
Naidangiin Tüvshinbayar;24;Mongolia;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Misato Nakamura;19;Japan;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
