Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Michael Phelps;27;United States;2016;12/08/2016;Swimming;4;2;0;6;16;Olympics;AMERICA
Alicia Coutts;24;Australia;2016;12/08/2016;Swimming;1;3;1;5;10;Olympics;OCEANIA
Missy Franklin;17;United States;2016;12/08/2016;Swimming;4;0;1;5;13;Olympics;AMERICA
Ryan Lochte;27;United States;2016;12/08/2016;Swimming;2;2;1;5;11;Olympics;AMERICA
Allison Schmitt;22;United States;2016;12/08/2016;Swimming;3;1;1;5;12;Olympics;AMERICA
Sun Yang;20;China;2016;12/08/2016;Swimming;2;1;1;4;9;Olympics;ASIA
Aliya Mustafina;17;Russia;2016;12/08/2016;Gymnastics;1;1;2;4;7;Olympics;ASIA
Nathan Adrian;23;United States;2016;12/08/2016;Swimming;2;1;0;3;8;Olympics;AMERICA
Yannick Agnel;20;France;2016;12/08/2016;Swimming;2;1;0;3;8;Olympics;EUROPE
Brittany Elmslie;18;Australia;2016;12/08/2016;Swimming;1;2;0;3;7;Olympics;OCEANIA
Matt Grevers;27;United States;2016;12/08/2016;Swimming;2;1;0;3;8;Olympics;AMERICA
Ryosuke Irie;22;Japan;2016;12/08/2016;Swimming;0;2;1;3;5;Olympics;ASIA
Cullen Jones;28;United States;2016;12/08/2016;Swimming;1;2;0;3;7;Olympics;AMERICA
Ranomi Kromowidjojo;21;Netherlands;2016;12/08/2016;Swimming;2;1;0;3;8;Olympics;EUROPE
Camille Muffat;22;France;2016;12/08/2016;Swimming;1;1;1;3;6;Olympics;EUROPE
Mel Schlanger;25;Australia;2016;12/08/2016;Swimming;1;2;0;3;7;Olympics;OCEANIA
Emily Seebohm;20;Australia;2016;12/08/2016;Swimming;1;2;0;3;7;Olympics;OCEANIA
Rebecca Soni;25;United States;2016;12/08/2016;Swimming;2;1;0;3;8;Olympics;AMERICA
Satomi Suzuki;21;Japan;2016;12/08/2016;Swimming;0;1;2;3;4;Olympics;ASIA
Dana Vollmer;24;United States;2016;12/08/2016;Swimming;3;0;0;3;9;Olympics;AMERICA
Aly Raisman;18;United States;2016;12/08/2016;Gymnastics;2;0;1;3;7;Olympics;AMERICA
Kohei Uchimura;23;Japan;2016;12/08/2016;Gymnastics;1;2;0;3;7;Olympics;ASIA
Zou Kai;24;China;2016;12/08/2016;Gymnastics;2;0;1;3;7;Olympics;ASIA
Guo Shuang;26;China;2016;12/08/2016;Cycling;0;2;1;3;5;Olympics;ASIA
Yohan Blake;22;Jamaica;2016;12/08/2016;Athletics;1;2;0;3;7;Olympics;AMERICA
Usain Bolt;25;Jamaica;2016;12/08/2016;Athletics;3;0;0;3;9;Olympics;AMERICA
Allyson Felix;26;United States;2016;12/08/2016;Athletics;3;0;0;3;9;Olympics;AMERICA
Shelly-Ann Fraser-Pryce;25;Jamaica;2016;12/08/2016;Athletics;1;2;0;3;7;Olympics;AMERICA
Carmelita Jeter;32;United States;2016;12/08/2016;Athletics;1;1;1;3;6;Olympics;AMERICA
Ding Ning;22;China;2016;12/08/2016;Table Tennis;1;1;0;2;5;Olympics;ASIA
Feng Tian Wei;25;Singapore;2016;12/08/2016;Table Tennis;0;0;2;2;2;Olympics;ASIA
Li Xiaoxia;24;China;2016;12/08/2016;Table Tennis;2;0;0;2;6;Olympics;ASIA
Dmitrij Ovtcharov;23;Germany;2016;12/08/2016;Table Tennis;0;0;2;2;2;Olympics;EUROPE
Wang Hao;28;China;2016;12/08/2016;Table Tennis;1;1;0;2;5;Olympics;ASIA
Zhang Jike;24;China;2016;12/08/2016;Table Tennis;2;0;0;2;6;Olympics;ASIA
Viktoriya Azarenko;22;Belarus;2016;12/08/2016;Tennis;1;0;1;2;4;Olympics;EUROPE
Mike Bryan;34;United States;2016;12/08/2016;Tennis;1;0;1;2;4;Olympics;AMERICA
Andy Murray;25;Great Britain;2016;12/08/2016;Tennis;1;1;0;2;5;Olympics;EUROPE
Serena Williams;30;United States;2016;12/08/2016;Tennis;2;0;0;2;6;Olympics;AMERICA
Ona Carbonell;22;Spain;2016;12/08/2016;Synchronized Swimming;0;1;1;2;3;Olympics;EUROPE
Andrea Fuentes;29;Spain;2016;12/08/2016;Synchronized Swimming;0;1;1;2;3;Olympics;EUROPE
Huang Xuechen;22;China;2016;12/08/2016;Synchronized Swimming;0;1;1;2;3;Olympics;ASIA
Nataliya Ishchenko;26;Russia;2016;12/08/2016;Synchronized Swimming;2;0;0;2;6;Olympics;ASIA
Liu Ou;25;China;2016;12/08/2016;Synchronized Swimming;0;1;1;2;3;Olympics;ASIA
Svetlana Romashina;22;Russia;2016;12/08/2016;Synchronized Swimming;2;0;0;2;6;Olympics;ASIA
Becky Adlington;23;Great Britain;2016;12/08/2016;Swimming;0;0;2;2;2;Olympics;EUROPE
Bronte Barratt;23;Australia;2016;12/08/2016;Swimming;0;1;1;2;3;Olympics;OCEANIA
Elizabeth Beisel;19;United States;2016;12/08/2016;Swimming;0;1;1;2;3;Olympics;AMERICA
Mireia Belmonte;21;Spain;2016;12/08/2016;Swimming;0;2;0;2;4;Olympics;EUROPE
Ricky Berens;24;United States;2016;12/08/2016;Swimming;1;1;0;2;5;Olympics;AMERICA
Aleksandra Gerasimenya;26;Belarus;2016;12/08/2016;Swimming;0;2;0;2;4;Olympics;EUROPE
Brendan Hansen;30;United States;2016;12/08/2016;Swimming;1;0;1;2;4;Olympics;AMERICA
Jessica Hardy;25;United States;2016;12/08/2016;Swimming;1;0;1;2;4;Olympics;AMERICA
Chad le Clos;20;South Africa;2016;12/08/2016;Swimming;1;1;0;2;5;Olympics;AFRICA
Clément Lefert;24;France;2016;12/08/2016;Swimming;1;1;0;2;5;Olympics;EUROPE
Amaury Leveaux;26;France;2016;12/08/2016;Swimming;1;1;0;2;5;Olympics;EUROPE
James Magnussen;21;Australia;2016;12/08/2016;Swimming;0;1;1;2;3;Olympics;OCEANIA
Takeshi Matsuda;28;Japan;2016;12/08/2016;Swimming;0;1;1;2;3;Olympics;ASIA
Oussama Mellouli;28;Tunisia;2016;12/08/2016;Swimming;1;0;1;2;4;Olympics;AFRICA
Park Tae-Hwan;22;South Korea;2016;12/08/2016;Swimming;0;2;0;2;4;Olympics;ASIA
Christian Sprenger;26;Australia;2016;12/08/2016;Swimming;0;1;1;2;3;Olympics;OCEANIA
Jeremy Stravius;24;France;2016;12/08/2016;Swimming;1;1;0;2;5;Olympics;EUROPE
Aya Terakawa;27;Japan;2016;12/08/2016;Swimming;0;0;2;2;2;Olympics;ASIA
Nick Thoman;26;United States;2016;12/08/2016;Swimming;1;1;0;2;5;Olympics;AMERICA
Marleen Veldhuis;33;Netherlands;2016;12/08/2016;Swimming;0;1;1;2;3;Olympics;EUROPE
Ye Shiwen;16;China;2016;12/08/2016;Swimming;2;0;0;2;6;Olympics;ASIA
Niccolò Campriani;24;Italy;2016;12/08/2016;Shooting;1;1;0;2;5;Olympics;EUROPE
Jin Jong-O;32;South Korea;2016;12/08/2016;Shooting;2;0;0;2;6;Olympics;ASIA
Olena Kostevych;27;Ukraine;2016;12/08/2016;Shooting;0;0;2;2;2;Olympics;EUROPE
Kim Crow;26;Australia;2016;12/08/2016;Rowing;0;1;1;2;3;Olympics;OCEANIA
Denis Ablyazin;19;Russia;2016;12/08/2016;Gymnastics;0;1;1;2;3;Olympics;ASIA
Chen Yibing;27;China;2016;12/08/2016;Gymnastics;1;1;0;2;5;Olympics;ASIA
Gabby Douglas;16;United States;2016;12/08/2016;Gymnastics;2;0;0;2;6;Olympics;AMERICA
Feng Zhe;24;China;2016;12/08/2016;Gymnastics;2;0;0;2;6;Olympics;ASIA
Sandra Izbasa;22;Romania;2016;12/08/2016;Gymnastics;1;0;1;2;4;Olympics;EUROPE
Viktoriya Komova;17;Russia;2016;12/08/2016;Gymnastics;0;2;0;2;4;Olympics;ASIA
McKayla Maroney;16;United States;2016;12/08/2016;Gymnastics;1;1;0;2;5;Olympics;AMERICA
Marcel Nguyen;24;Germany;2016;12/08/2016;Gymnastics;0;2;0;2;4;Olympics;EUROPE
Mariya Paseka;17;Russia;2016;12/08/2016;Gymnastics;0;1;1;2;3;Olympics;ASIA
Catalina Ponor;24;Romania;2016;12/08/2016;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Louis Smith;23;Great Britain;2016;12/08/2016;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Max Whitlock;19;Great Britain;2016;12/08/2016;Gymnastics;0;0;2;2;2;Olympics;EUROPE
Elisa Di Francisca;29;Italy;2016;12/08/2016;Fencing;2;0;0;2;6;Olympics;EUROPE
Arianna Errigo;24;Italy;2016;12/08/2016;Fencing;1;1;0;2;5;Olympics;EUROPE
Diego Occhiuzzi;31;Italy;2016;12/08/2016;Fencing;0;1;1;2;3;Olympics;EUROPE
Sun Yujie;19;China;2016;12/08/2016;Fencing;1;0;1;2;4;Olympics;ASIA
Valentina Vezzali;38;Italy;2016;12/08/2016;Fencing;1;0;1;2;4;Olympics;EUROPE
Sandra Auffarth;25;Germany;2016;12/08/2016;Equestrian;1;0;1;2;4;Olympics;EUROPE
Laura Bechtolsheimer;27;Great Britain;2016;12/08/2016;Equestrian;1;0;1;2;4;Olympics;EUROPE
Adelinde Cornelissen;33;Netherlands;2016;12/08/2016;Equestrian;0;1;1;2;3;Olympics;EUROPE
Charlotte Dujardin;27;Great Britain;2016;12/08/2016;Equestrian;2;0;0;2;6;Olympics;EUROPE
Michael Jung;29;Germany;2016;12/08/2016;Equestrian;2;0;0;2;6;Olympics;EUROPE
Gerco Schröder;34;Netherlands;2016;12/08/2016;Equestrian;0;2;0;2;4;Olympics;EUROPE
David Boudia;23;United States;2016;12/08/2016;Diving;1;0;1;2;4;Olympics;AMERICA
Chen Ruolin;19;China;2016;12/08/2016;Diving;2;0;0;2;6;Olympics;ASIA
He Zi;21;China;2016;12/08/2016;Diving;1;1;0;2;5;Olympics;ASIA
Qin Kai;26;China;2016;12/08/2016;Diving;1;1;0;2;5;Olympics;ASIA
Wu Minxia;26;China;2016;12/08/2016;Diving;2;0;0;2;6;Olympics;ASIA
Ilya Zakharov;21;Russia;2016;12/08/2016;Diving;1;1;0;2;5;Olympics;ASIA
Grégory Baugé;27;France;2016;12/08/2016;Cycling;0;2;0;2;4;Olympics;EUROPE
Ed Clancy;27;Great Britain;2016;12/08/2016;Cycling;1;0;1;2;4;Olympics;EUROPE
Sarah Hammer;28;United States;2016;12/08/2016;Cycling;0;2;0;2;4;Olympics;AMERICA
Chris Hoy;36;Great Britain;2016;12/08/2016;Cycling;2;0;0;2;6;Olympics;EUROPE
Jason Kenny;24;Great Britain;2016;12/08/2016;Cycling;2;0;0;2;6;Olympics;EUROPE
Maximilian Levy;25;Germany;2016;12/08/2016;Cycling;0;1;1;2;3;Olympics;EUROPE
Anna Meares;28;Australia;2016;12/08/2016;Cycling;1;0;1;2;4;Olympics;OCEANIA
Vicki Pendleton;31;Great Britain;2016;12/08/2016;Cycling;1;1;0;2;5;Olympics;EUROPE
Laura Trott;20;Great Britain;2016;12/08/2016;Cycling;2;0;0;2;6;Olympics;EUROPE
Olga Zabelinskaya;32;Russia;2016;12/08/2016;Cycling;0;0;2;2;2;Olympics;ASIA
Tina Dietze;24;Germany;2016;12/08/2016;Canoeing;1;1;0;2;5;Olympics;EUROPE
Natasa Douchev-Janics;30;Hungary;2016;12/08/2016;Canoeing;0;1;1;2;3;Olympics;EUROPE
Katalin Kovács;36;Hungary;2016;12/08/2016;Canoeing;1;1;0;2;5;Olympics;EUROPE
Danuta Kozák;25;Hungary;2016;12/08/2016;Canoeing;2;0;0;2;6;Olympics;EUROPE
Inna Osypenko-Radomska;29;Ukraine;2016;12/08/2016;Canoeing;0;2;0;2;4;Olympics;EUROPE
Franziska Weber;23;Germany;2016;12/08/2016;Canoeing;1;1;0;2;5;Olympics;EUROPE
Zhao Yunlei;25;China;2016;12/08/2016;Badminton;2;0;0;2;6;Olympics;ASIA
Nataliya Antyukh;31;Russia;2016;12/08/2016;Athletics;1;1;0;2;5;Olympics;ASIA
Veronica Campbell-Brown;30;Jamaica;2016;12/08/2016;Athletics;0;1;1;2;3;Olympics;AMERICA
Vivian Cheruiyot;28;Kenya;2016;12/08/2016;Athletics;0;1;1;2;3;Olympics;AFRICA
Will Claye;21;United States;2016;12/08/2016;Athletics;0;1;1;2;3;Olympics;AMERICA
Tirunesh Dibaba;27;Ethiopia;2016;12/08/2016;Athletics;1;0;1;2;4;Olympics;AFRICA
Mo Farah;29;Great Britain;2016;12/08/2016;Athletics;2;0;0;2;6;Olympics;EUROPE
Justin Gatlin;30;United States;2016;12/08/2016;Athletics;0;1;1;2;3;Olympics;AMERICA
Lalonde Gordon;23;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;2;2;2;Olympics;AMERICA
Sanya Richards-Ross;27;United States;2016;12/08/2016;Athletics;2;0;0;2;6;Olympics;AMERICA
DeeDee Trotter;29;United States;2016;12/08/2016;Athletics;1;0;1;2;4;Olympics;AMERICA
Ki Bo-Bae;24;South Korea;2016;12/08/2016;Archery;2;0;0;2;6;Olympics;ASIA
Oh Jin-Hyek;30;South Korea;2016;12/08/2016;Archery;1;0;1;2;4;Olympics;ASIA
Artur Aleksanyan;20;Armenia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Valeriy Andriitsev;25;Ukraine;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Rövs?n Bayramov;25;Azerbaijan;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Jordan Burroughs;24;United States;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;AMERICA
Clarissa Chun;30;United States;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;AMERICA
Yogeshwar Dutt;29;India;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Jaime Espinal;27;Puerto Rico;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;AMERICA
Johan Eurén;27;Sweden;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Karam Gaber;32;Egypt;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;AFRICA
Daniyal Gadzhiyev;26;Kazakhstan;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Komeil Ghasemi;24;Iran;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Giorgi Gogshelidze;32;Georgia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Sadegh Goudarzi;24;Iran;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;ASIA
Steeve Guénot;26;France;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Carol Huynh;31;Canada;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;AMERICA
Kaori Icho;28;Japan;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Damian Janikowski;23;Poland;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Jing Ruixue;24;China;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;ASIA
Arsen Julfalakyan;25;Armenia;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Riza Kayaalp;22;Turkey;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Aleksandras Kazakevicius;26;Lithuania;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Vladimer Khinchegashvili;21;Georgia;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Alan Khugayev;23;Russia;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Kim Hyeon-Wu;23;South Korea;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Besik Kudukhov;25;Russia;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;ASIA
Sushil Kumar;29;India;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;ASIA
Zaur Kuramagomedov;24;Russia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Ehsan Naser Lashgari;26;Iran;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Revaz Lashkhi;24;Georgia;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Jimmy Lidberg;30;Sweden;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Liván López;30;Cuba;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;AMERICA
Mijaín López;29;Cuba;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;AMERICA
Tamás Lorincz;25;Hungary;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Bilyal Makhov;24;Russia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Gyuzel Manyurova;34;Kazakhstan;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Dato Marsagishvili;21;Georgia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Ryutaro Matsumoto;26;Japan;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Péter Módos;24;Hungary;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Davit Modzmanashvili;25;Georgia;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Heiki Nabi;27;Estonia;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
Omid Noroozi;26;Iran;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Hitomi Obara;31;Japan;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Dzhamal Otarsultanov;25;Russia;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Xetaq Qazyumov;29;Azerbaijan;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Yuliya Ratkeviç;27;Azerbaijan;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;EUROPE
Jackeline Rentería;26;Colombia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;AMERICA
Ghasem Rezaei;26;Iran;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Coleman Scott;26;United States;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;AMERICA
Mingiyan Semyonov;22;Russia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Soronzonboldyn Battsetseg;22;Mongolia;2016;12/08/2016;Wrestling;0;0;1;1;1;Olympics;ASIA
Hamid Soryan;26;Iran;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;ASIA
Mariya Stadnik;24;Azerbaijan;2016;12/08/2016;Wrestling;0;1;0;1;2;Olympics;EUROPE
S?rif S?rifov;23;Azerbaijan;2016;12/08/2016;Wrestling;1;0;0;1;3;Olympics;EUROPE
