Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Matthias Witthaus;30;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Christopher Zeller;27;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Philipp Zeller;29;Germany;2016;12/08/2016;Hockey;1;0;0;1;3;Olympics;EUROPE
Luc Abalo;27;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
William Accambray;24;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Macarena Aguilar;27;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Nely Alberto;29;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Mirko Alilovic;26;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Jessica Alonso;28;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Ida Alstad;27;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Vanessa Amorós;29;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Kim Andersson;29;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Mattias Andersson;34;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Ivano Balic;33;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Xavier Barachet;23;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Sonja Barjaktarovic;25;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Andrea Barno;32;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Damir Bicanic;27;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Karoline Dyhre Breivang;32;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Andela Bulatovic;25;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Katarina Bulatovic;27;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Denis Buntic;29;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Mihaela Ciobanu;39;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Verónica Cuadrado;33;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Ivan Cupic;26;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Didier Dinart;35;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Dalibor Doder;33;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Domagoj Duvnjak;24;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Niclas Ekberg;23;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Kim Ekdahl du Rietz;23;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Patricia Elorza;28;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Beatriz Fernández;27;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Begoña Fernández;32;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Jérôme Fernandez;35;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Marit Malm Frafjord;26;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Bertrand Gille;34;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Guillaume Gille;36;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Jakov Gojun;26;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Kari Aalvik Grimsbø;27;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Michaël Guigou;30;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Mattias Gustafsson;34;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Katrine Lunde Haraldsen;32;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Camilla Herrem;25;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Samuel Honrubia;26;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Zlatko Horvat;27;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Johan Jakobsson;25;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Magnus Jernemyr;36;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Kari Mette Johansen;33;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Guillaume Joli;27;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Marija Jovanovic;26;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Jonas Källman;31;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Nikola Karabatic;28;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Daouda Karaboué;36;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Tobias Karlsson;31;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Milena Kneževic;22;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Marko Kopljar;26;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Amanda Kurtovic;21;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Blaženko Lackovic;31;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Jonas Larholm;30;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Suzana Lazovic;20;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Marta López;22;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Venio Losert;36;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Kristine Lunde-Borgersen;32;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Heidi Løke;29;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Marta Mangué;29;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Carmen Martín;24;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Majda Mehmedovic;22;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Radmila Miljanic;24;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Daniel Narcisse;32;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Silvia Navarro;33;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Andreas Nilsson;22;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Ivan Nincevic;30;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Tonje Nøstvold;27;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Thierry Omeyer;35;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Fredrik Petersen;28;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Eli Pinedo;31;Spain;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Bojana Popovic;32;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Jova Radicevic;25;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Ana Radovic;25;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Linn-Kristin Riegelhuth Koren;27;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Maja Savic;36;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Johan Sjöstrand;25;Sweden;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Gøril Snorroeggen;27;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Cédric Sorhaindo;28;France;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Manuel Štrlek;23;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Linn Jørum Sulland;28;Norway;2016;12/08/2016;Handball;1;0;0;1;3;Olympics;EUROPE
Igor Vori;31;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Marina Vukcevic;18;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Drago Vukovic;28;Croatia;2016;12/08/2016;Handball;0;0;1;1;1;Olympics;EUROPE
Ana Ðokic;33;Montenegro;2016;12/08/2016;Handball;0;1;0;1;2;Olympics;EUROPE
Kseniya Afanasyeva;20;Russia;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Krisztián Berki;27;Hungary;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;EUROPE
Diana Bulimar;16;Romania;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Diana Maria Chelaru;18;Romania;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Deng Linlin;20;China;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;ASIA
Anastasiya Grishina;16;Russia;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Guo Weiyang;24;China;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;ASIA
Fabian Hambüchen;24;Germany;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;EUROPE
He Kexin;20;China;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Larisa Iordache;16;Romania;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Ryohei Kato;18;Japan;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Danell Leyva;20;United States;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;AMERICA
Matteo Morandi;30;Italy;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Sam Oldham;19;Great Britain;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Daniel Purvis;21;Great Britain;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Ihor Radivilov;19;Ukraine;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Kyla Ross;15;United States;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;AMERICA
Hamilton Sabot;25;France;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Sui Lu;20;China;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Kazuhito Tanaka;27;Japan;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Yusuke Tanaka;22;Japan;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Kristian Thomas;23;Great Britain;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Beth Tweddle;27;Great Britain;2016;12/08/2016;Gymnastics;0;0;1;1;1;Olympics;EUROPE
Jordyn Wieber;17;United States;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;AMERICA
Koji Yamamuro;23;Japan;2016;12/08/2016;Gymnastics;0;1;0;1;2;Olympics;ASIA
Yang Hak-Seon;19;South Korea;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;ASIA
Arthur Zanetti;22;Brazil;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;AMERICA
Zhang Chenglong;23;China;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;ASIA
Epke Zonderland;26;Netherlands;2016;12/08/2016;Gymnastics;1;0;0;1;3;Olympics;EUROPE
Alex Sandro;21;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Alexandre Pato;22;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Kozue Ando;30;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Javier Aquino;22;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Baek Seong-Dong;20;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Shannon Boxx;35;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Rachel Buehler;26;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Candace Chapman;29;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Darvin Chávez;22;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Lauren Cheney;24;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
José Corona;31;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Javier Cortés;23;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Leandro Damião;23;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Danilo;21;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Giovani dos Santos;23;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Jorge Enríquez;21;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Marco Fabián;23;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Jonelle Filigno;21;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Miho Fukumoto;28;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Gabriel;19;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Ganso;22;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Robyn Gayle;26;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Gi Seong-Yong;23;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Gu Ja-Cheol;23;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Tobin Heath;24;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Héctor Herrera;22;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Hulk;26;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Hwang Seok-Ho;23;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Mana Iwabuchi;19;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Azusa Iwashimizu;25;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Jeong Seong-Ryong;27;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Jeong U-Yeong;22;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Ji Dong-Won;21;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Israel Jiménez;22;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Raúl Jiménez;21;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Juan;21;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Ayumi Kaihori;25;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Nahomi Kawasumi;26;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Kim Bo-Gyeong;22;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Kim Chang-Su;26;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Kim Gi-Hui;23;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Kim Hyeon-Seong;22;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Kim Yeong-Gwon;22;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Yukari Kinga;28;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Saki Kumagai;21;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Kaylyn Kyle;23;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Karina LeBlanc;32;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Lee Beom-Yeong;23;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Amy LePeilbet;30;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Sydney Leroux;22;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Carli Lloyd;30;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Lucas;19;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Marcelo;24;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Karina Maruyama;29;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Diana Matheson;28;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Erin McLeod;29;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Hiram Mier;22;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Heather Mitts;34;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Aya Miyama;27;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Alex Morgan;23;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Carmelina Moscato;28;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Yuki Nagasato-Ogimi;25;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Nam Tae-Hui;21;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Marie-Eve Nault;30;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Neto;23;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Neymar;20;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Kelley O'Hara;23;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Heather O'Reilly;27;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
O Jae-Seok;22;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Shinobu Ohno;28;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Oscar;20;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Park Jong-Wu;23;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Park Ju-Yeong;27;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Kelly Parker;31;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Christie Pearce-Rampone;37;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Oribe Peralta;28;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Miguel Ponce;23;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Rafael;22;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Megan Rapinoe;27;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Diego Reyes;19;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Amy Rodriguez;25;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Rômulo;21;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Mizuho Sakaguchi;24;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Carlos Salcido;32;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Aya Sameshima;25;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Sandro;23;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Becky Sauerbrunn;27;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Homare Sawa;33;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Sophie Schmidt;24;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Desiree Scott;24;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Lauren Sesselmann;28;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Thiago Silva;27;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Christine Sinclair;29;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Hope Solo;30;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Chelsea Stewart;22;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Megumi Takase;21;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Asuna Tanaka;24;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Melissa Tancredi;30;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Brittany Timko;26;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Bruno Uvini;21;Brazil;2016;12/08/2016;Football;0;1;0;1;2;Olympics;AMERICA
Néstor Vidrio;23;Mexico;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Abby Wambach;32;United States;2016;12/08/2016;Football;1;0;0;1;3;Olympics;AMERICA
Rhian Wilkinson;30;Canada;2016;12/08/2016;Football;0;0;1;1;1;Olympics;AMERICA
Kyoko Yano;28;Japan;2016;12/08/2016;Football;0;1;0;1;2;Olympics;ASIA
Yun Seok-Yeong;22;South Korea;2016;12/08/2016;Football;0;0;1;1;1;Olympics;ASIA
Alaaeldin Abouelkassem;21;Egypt;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;AFRICA
Valerio Aspromonte;25;Italy;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
Giorgio Avola;23;Italy;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
Suguru Awaji;23;Japan;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Sebastian Bachmann;25;Germany;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Andrea Baldini;26;Italy;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
Andrea Cassarà;28;Italy;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
Kenta Chida;26;Japan;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Choi Byeong-Cheol;30;South Korea;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
Choi Eun-Sook;26;South Korea;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Choi In-Jeong;22;South Korea;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Inna Deriglazova;22;Russia;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Tiberiu Dolniceanu;24;Romania;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;EUROPE
Rares Dumitrescu;28;Romania;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;EUROPE
Kamilla Gafurzyanova;24;Russia;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Gu Bon-Gil;23;South Korea;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Britta Heidemann;29;Germany;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;EUROPE
Courtney Hurley;21;United States;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;AMERICA
Kelley Hurley;24;United States;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;AMERICA
Jeon Hui-Suk;28;South Korea;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
Jeong Gil-Ok;31;South Korea;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
Jeong Hyo-Jeong;28;South Korea;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Jeong Jin-Seon;28;South Korea;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
Peter Joppich;29;Germany;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Olha Kharlan;21;Ukraine;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Kim Jeong-Hwan;28;South Korea;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Kim Ji-Yeon;24;South Korea;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Benjamin Kleibrink;27;Germany;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Larisa Korobeynikova;25;Russia;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Nikolay Kovalyov;25;Russia;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
Maya Lawrence;32;United States;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;AMERICA
Lei Sheng;28;China;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Li Na;31;China;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Rubén Limardo;26;Venezuela;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;AMERICA
Luo Xiaojuan;28;China;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Ryo Miyake;21;Japan;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Aldo Montano;33;Italy;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Nam Hyeon-Hui;30;South Korea;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
O Eun-Seok;29;South Korea;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;ASIA
Oh Ha-Na;27;South Korea;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;ASIA
Yuki Ota;26;Japan;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Bartosz Piasecki;25;Norway;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;EUROPE
Ilaria Salvatori;33;Italy;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
Luigi Samele;25;Italy;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;EUROPE
Susie Scanlan;22;United States;2016;12/08/2016;Fencing;0;0;1;1;1;Olympics;AMERICA
Aida Shanayeva;26;Russia;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Yana Shemiakina;26;Ukraine;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
Sin A-Lam;25;South Korea;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;ASIA
Alexandru Siri?eanu;28;Romania;2016;12/08/2016;Fencing;0;1;0;1;2;Olympics;EUROPE
Áron Szilágyi;22;Hungary;2016;12/08/2016;Fencing;1;0;0;1;3;Olympics;EUROPE
